2,3,4,sum,Unnamed: 5,Unnamed: 5_label_encoded
13391,657,4892,19344,No,1
14353,637,3971,19349,No,1
14643,567,3884,19353,No,1
14672,627,3952,19379,No,1
14506,243,4368,19383,No,1
14387,463,4331,19393,No,1
14400,319,4325,19400,No,1
14007,623,4341,19402,No,1
14443,367,4191,19415,No,1
14664,474,4065,19418,No,1
14043,850,4325,19426,No,1
14241,874,4211,19449,No,1
13968,655,4435,19449,No,1
14834,528,3749,19453,No,1
13693,917,4691,19459,No,1
14516,240,4283,19463,No,1
14812,762,3499,19471,No,1
14936,880,3267,19477,No,1
14640,562,3919,19488,No,1
14700,945,3541,19496,No,1
14816,599,3691,19497,No,1
13838,622,4726,19498,No,1
14220,984,4176,19498,No,1
14238,580,4233,19513,No,1
14077,766,4265,19515,No,1
14025,455,4710,19519,No,1
14201,279,4721,19526,No,1
14887,293,4177,19577,No,1
14403,753,4129,19592,No,1
14546,342,4534,19602,No,1
14597,991,3590,19607,No,1
14398,540,4531,19625,No,1
14654,738,3924,19627,No,1
14355,163,4616,19632,No,1
14311,744,4396,19640,No,1
13733,685,4975,19660,No,1
14459,192,4637,19662,No,1
14551,693,3933,19670,No,1
14790,333,4236,19675,No,1
14182,205,4812,19683,No,1
14992,235,4037,19715,No,1
14970,421,4038,19718,No,1
14527,401,4405,19736,No,1
14964,654,3693,19739,No,1
14460,719,4137,19742,No,1
14616,676,4112,19748,No,1
14648,111,4753,19753,No,1
14739,891,3908,19778,No,1
14881,908,3591,19799,No,1
13962,725,4945,19807,No,1
14415,236,4733,19816,No,1
14952,991,3730,19817,No,1
14996,621,3964,19831,No,1
14561,302,4797,19847,No,1
13936,613,4982,19863,No,1
14690,303,4614,19869,No,1
14774,405,4518,19885,No,1
14427,984,4360,19887,No,1
14260,942,4453,19889,No,1
14601,666,4270,19906,No,1
14700,503,4625,19928,No,1
14147,462,4891,19932,No,1
14442,722,4512,19933,No,1
14106,645,4894,19938,No,1
14506,371,4601,19952,No,1
14639,197,4648,19952,No,1
14714,408,4430,19973,No,1
14769,466,4569,19977,No,1
13758,904,4963,19988,No,1
14566,816,4501,20020,No,1
14470,458,4905,20032,No,1
14832,779,4177,20034,No,1
14164,880,4711,20055,No,1
14123,794,4745,20062,No,1
14219,567,4822,20081,No,1
14215,681,4936,20093,No,1
14753,617,4588,20093,No,1
14306,458,4918,20114,No,1
14102,793,4892,20125,No,1
14877,107,4968,20125,No,1
14360,519,4839,20132,No,1
14885,653,4454,20143,No,1
14315,943,4786,20152,No,1
14754,394,4785,20183,No,1
14855,965,4125,20195,No,1
14811,877,4410,20199,No,1
14359,981,4622,20201,No,1
14890,656,4552,20208,No,1
14758,991,4076,20215,No,1
14949,265,4672,20271,No,1
14688,817,4431,20307,No,1
14929,448,4775,20353,No,1
14915,211,4944,20395,No,1
14918,841,4442,20406,No,1
14714,514,4732,20433,No,1
14853,633,4866,20460,No,1
14992,308,4895,20525,No,1
14852,812,4564,20529,No,1
14914,523,4683,20533,No,1
14423,927,4838,20547,No,1
14872,613,4760,20561,No,1
14926,897,4572,20700,No,1
14798,834,4937,20737,No,1
